freq,sectperf,prof_pos,sex,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,TOTAL,TOTAL,T,FTE,DE	: 	352079 	: 	361888 	: 	390911 	: 	419205 b	422500 e	426447 	431100 e	516331 b	487695 e	475157 	: 	459138 	453679 e	460411 	461539 e	479599 	484734 	480606 	480004 e	472533 	470729 	475278 	487935 	506450 	523504.7 	534974.9 	548722.8 	575099.5 	591260.8 	588615 	605252.5 	640515.8 	657893.9 	686348.6 	707703.7 	735584.4 	733831 	753940 	785420 	824396 	839700 p
A,TOTAL,TOTAL,T,FTE,DK	: 	16476 	17235 	18142 	19029 	19914 	20934 	21953 	23146 	24339 	25047 	25756 	26573 	27388 	: 	30212 	32148 e	34187 	35194 	36452 	37693 	39892 	42406 	41607.3 	42687.4 	43498.6 	44877.7 	46897.1 b	58588.8 e	55918 	56623.3 	57585 	57734.1 	57744 	58361 	60243 	62775 	60240 	59778 	62229 p	62049 p	62169 p	70694 	70688.6 	71636 p
A,TOTAL,TOTAL,T,FTE,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1031493.7 e	1205714.1 e	1137385.4 e	1235329.3 e	: 	1265682.3 e	1292628 e	1294986.2 e	1329425.7 e	1370611.1 e	1429756.2 e	1449019.8 e	1471139.1 e	1485763.9 e	1519784.2 e	1553830.2 e	1632849.9 e	1697613.4 e	1772794.4 e	1795705.5 e	1837831.6 e	1888456.7 e	1936990.7 e	1962508.8 e	1990705.1 e	2056907.8 	2120544.5 e	2221768.1 	2317370.1 e	2395152.7 	2415030.9 e	2517817.9 e	2604908.6 e	2713616.7 e	2770124.3 e
A,TOTAL,TOTAL,T,FTE,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1031493.7 e	1205714.1 e	1137385.4 e	1235329.3 e	: 	1265682.3 e	1292628 e	1294986.2 e	1329425.7 e	1370611.1 e	1442892.2 e	1461715.9 e	1484099.1 e	1494911.9 e	1530946.2 e	1563100.6 e	1642365.7 e	1707737.3 e	1783377.6 e	1806720.7 e	1848690.2 e	1899078.9 e	1947358.6 e	1972957.1 e	2000731.6 e	2067552.3 	2132080.4 e	2233545.9 	2330399.1 e	2409644.4 	2430547.9 e	2534346.1 e	2622100.3 e	2730280.3 e	2786674.5 e
A,TOTAL,TOTAL,T,FTE,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4600 	4545 	3710 	3745 	4129 	4144 	4735 	4362 	4741 	5002 	5086 	5430 	5277 	5724 	5855 	5858 	5790.1 	5636 	5701 	6048 	6183.1 	6394.3 	6449.2 	6783 	8065 	8772 	9845 
A,TOTAL,TOTAL,T,FTE,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	9586 b	: 	11059 	: 	14549 	: 	17571.1 b	: 	20157.7 	: 	26382.2 	: 	30226.3 	: 	31849.2 	: 	33602.7 	35139.7 e	35531 e	: 	: 	: 	36913.3 b	37361.2 	42187.6 	43316.1 	49658 	41789.8 	47584.9 	51279.1 	53932.5 	58103.3 	61702.3 	69306.5 	73263.2 	69270.4 p
A,TOTAL,TOTAL,T,FTE,ES	35496 	36221 e	35530 e	36169 e	39287 e	40654 e	45261 e	48486 e	54807 e	63155 be	69684 e	72406 e	73320 e	75734 e	80399 e	79988 	87263 e	87150 	97098 e	102237 	120617.9 	125749.9 	134258.3 	151487.4 	161932.6 	174772.9 	188977.6 	201108.2 	215676.4 	220777.3 	222021.7 	215078.8 	208831.4 	203302 	200232.6 	200865.8 	205872.9 	215744.5 	225696.4 	231413.3 	231769.1 	249474 	263407 	282415 	294549 p
A,TOTAL,TOTAL,T,FTE,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1186803.7 e	1434488.7 e	1267293.4 e	1481082.9 e	: 	1570376.3 e	1603947.3 e	1595520.6 e	1629345.3 e	1661717.7 e	1725105.4 e	1747666.6 e	1772992.4 e	1786335.2 e	1825053.8 e	1876601.6 e	1958873.8 e	2026324 e	2121931.1 e	2140966.2 e	2191089.1 e	2256719.6 e	2321034.7 e	2355599.8 e	2399423.3 e	2477699 e	2556166.7 e	2692860 	2831546.7 e	2922303.4 e	2961311.5 e	3102980 e	3221014.5 e	3330042.7 e	3389079.7 e
A,TOTAL,TOTAL,T,FTE,FI	: 	18004 b	: 	20219 	: 	23550 	: 	26227 	: 	28516 	: 	29575 	: 	30527 	32331 	33634 	: 	41256 	46517 	50603.9 	52604.4 	53424.4 	55044.2 	57196.2 	58281.1 	57471.3 	58257 	56243 	56698.5 	56069 	55897 	54525.9 b	54046.6 	52972.1 	52130.2 	50367.2 	47429.3 	48998.5 	50011.3 	51493.5 	53519.1 	56488 d	57031 d	59724 d	62431 d
A,TOTAL,TOTAL,T,FTE,FR	: 	249000 b	258937 	261183 	269890 	273014 	274301 	277921 	283099 	289282 	292964 	299201 	311234 	314170 	315159 	318384.2 	320805 	306177.9 b	309161.3 	314452 	327466 b	333518 	339847.2 d	342307 	352003.3 	349681.3 	365814 	375235.4 	382652.8 d	390213.5 d	397756.3 b	402491.7 	411780 	418141 	417128.9 	426428.2 	432245 	442222 	453387 	461891.4 	474150 	496250 	501374 	513230 	520815.5 p
A,TOTAL,TOTAL,T,FTE,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12960 	9148 	11162 	9270.4 	9515.8 	10123.9 	10583.2 	11015.2 	10858.6 	10622.2 	10367.9 	10448.3 	10026.5 	10644.5 	11535.9 	11777.8 	13029 	14491.7 	15517 	16528.2 	17191.7 	16663.6 	16550.2 p
A,TOTAL,TOTAL,T,FTE,HU	25589 	51512 d	49236 d	48740 d	49360 d	48745 d	49148 d	47227 d	45069 d	42276 d	36384 d	29397 d	24192 d	22609 d	22008 d	19585 d	19776 d	20758 d	20315 d	21329 d	23534 	22942 d	23703 d	23311 d	22826 b	23239 	25971 	25954 	27403 	29795 	31480 	33960 	35732 	38163 	37329 	36847 	35757 	40432 	54654 b	56943 	59628 	61149 	62688 	59739 	59228 p
A,TOTAL,TOTAL,T,FTE,IE	: 	4953 	4960 	5050 	5230 	5341 	5448.5 	5704.1 	5827 	6327.9 e	6846.1 	8001.6 e	8487.8 e	7836.8 e	8654.3 e	9661.7 e	9998.8 e	10826 e	11613.2 e	11929 e	12762 	13317 	13582 	14450 	15713 	16690 	17444 	18157 	20018 	19705 	19722 e	21591 e	29284 	31870 	33494 	32052 	34373.5 e	33803 	31126 e	32929 	34543 	38444 	40393 e	43714 	45254 p
A,TOTAL,TOTAL,T,FTE,IS	: 	743.6 	: 	775.7 	: 	834.2 	: 	876.6 	: 	1204.2 	1187.7 	1197.3 	1244 	1363.4 	1412.3 	1694 	1516 	2150.2 	2272.9 e	2390.4 	2646 e	2900.5 	2797.1 e	2940 	: 	3225.8 	3414.5 	2982.4 	3116.6 	3397 	: 	3244 b	: 	2736.3 b	: 	: 	: 	3129 	3034 u	: 	: 	4414 	4549 u	4226 	: 
A,TOTAL,TOTAL,T,FTE,IT	: 	102836 	105927 	112743 	112884 	117887 	122352 	128175 	135665 	140496 	144917 	143641 	142855 	142171 	143823 	141789 	142288 	141737 e	145968 b	142506 	150066 	153905 	164023 	161827.8 	164026.3 	175247.6 	192002.4 	208376.2 	221115 	226526.6 	225631.6 	228094 	240179.2 	246764 	249466.8 	259166.6 	290039.5 b	317628.3 	345624.6 	355853.9 	342286.2 	333103 	338133 	348065 	351433 p
A,TOTAL,TOTAL,T,FTE,JP	629172 d	648977 d	668939 d	710872 d	730432 d	761650 d	778501 d	803833 d	830855 d	863382 d	899286 d	910051 d	939483 d	947455 d	945823 d	948088 d	891783 bd	894003 d	925569 d	919132 d	896847 d	869180 d	833788 d	859453 d	872752 d	896855 d	910375 d	912202 d	882739 bd	878418 d	877928 d	869825 d	851132 d	865523 bd	895285 d	875005 d	872340 d	890749 d	896901 bd	903367 d	911620 d	942024 d	940069 d	927402 d	: 
A,TOTAL,TOTAL,T,FTE,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	152247 d	135703 d	136559 d	128669 d	137874 d	138077 d	165715 d	172270 d	186215 d	194054 	215345.2 d	237599.5 d	269409.2 b	294439.6 	309062.7 	335228.4 	361374.2 	395990 	401443.7 	430868 	442027.1 	447408.2 	471201.2 	501174.5 	525674.9 	545434.8 	577099.4 	602195.6 	610824.4 	: 
A,TOTAL,TOTAL,T,FTE,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12569 	12171 	12847 	12794 	11791 	11949 	9531 	9648 	10557 	11002 	11381 	12480 	12504 	11936 	12315 	11173 	10416 	11080 	11791 	10607 	10923.8 	11577.1 	11955.8 	12997.8 	14245.4 	14917.5 	15674.7 	14669.7 d	15011.7 p
A,TOTAL,TOTAL,T,FTE,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3662.9 	: 	: 	4010 	4317.6 	4391.7 	4376.5 	4604.5 e	4651.5 	4711.1 	4971.9 	5190.8 	4743.3 b	4974.6 	5192.1 	5260 	5403.2 	5544.9 	5467.6 	5789.9 	5782.4 	5688.9 	6188.9 	6082.1 	5957.7 p
A,TOTAL,TOTAL,T,FTE,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6552 	5239 	5238 	4744 	4437 	4437 	4301 	5449 	5476 	5294 	4858 	5103 	5483 	6417 	6193 	6533 	5485 	5563 	5432 	5593 	5396 	5739 	5570 	5120 	5378 	5806 	5924 	6559 	7066 	6904 	6483 	6990 
A,TOTAL,TOTAL,T,FTE,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	529.6 	: 	529.4 	599.6 	672.7 	623.9 	610.7 	682.3 	684.7 	: 	559.5 p	681.2 p	760.6 p	945.7 p
A,TOTAL,TOTAL,T,FTE,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1434 	1356 	1350 	1265 	1147 	1433.6 	1108 	1670.7 	1563.1 	1964.6 	2023.8 	2106.8 	1869.6 	1995.2 	1929.7 	2029.5 	: 	1618.2 	3812 	: 
A,TOTAL,TOTAL,T,FTE,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	475 	413 	716.7 b	824.7 	861.8 	861.8 	940.8 	910.8 	1101.5 	1363 	1431.3 	1355.7 	1443.8 	1421.8 	1504.5 	1541.7 	1529.7 	1587.5 	1840 	1899 	2100 	2217 	2286 
A,TOTAL,TOTAL,T,FTE,NL	: 	54479 	57450 b	57630 	58400 	61400 	62830 	63520 	64420 	66460 	73940 b	72350 	72310 	74410 	78917 b	79634 	80822 b	83969 	85485 	89669 	91313 	92904 	91548 	90147 b	95702 	93599 	97835 	93788 	93432 	87874 	100544 	117435.5 b	122215.1 b	135555 b	136174 	139382 	144482 	150399 	156875 	160422 	166422 	173667 	183533 b	193043 	198165 p
A,TOTAL,TOTAL,T,FTE,NO	: 	14843 	15218 e	15969 	17230 e	18780 	: 	19888 	: 	20217 	: 	20252 b	: 	22091 	: 	23938 b	: 	24877 	: 	25400 	: 	26705 	26858.6 	28503.1 	29152.5 	29965.9 	31230.8 	33635.3 	35485 	36091 	36121 	36950 	37707 	38536 	40297 	42409 	43918 	46234 	46601 	48723 	48947 	51927 	53571 	54596 d	52434 d
A,TOTAL,TOTAL,T,FTE,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	79248 	83590 	83348 	83803 	84510 	82368 	78925 	77232 	76214 	77040 	78362 	76761 	73554.3 	75309.1 	74595.8 	73580.7 	81842.5 	85218.7 	90715.5 	93750.8 	104359.2 	109249.3 	111789.3 	144102.5 	161993.1 	164006 	173391.6 	185313.4 	195095.6 	199866.8 	198219.3 p
A,TOTAL,TOTAL,T,FTE,PT	: 	: 	8552.5 	8910 e	9267.5 	9918.9 e	10570.2 	10726.8 e	10883.4 	11463 e	12042.6 	12745.5 e	13448.4 	14047.4 e	14715.8 e	15465.3 	16750 e	18034.8 	19420.2 e	20805.7 	21887.7 e	22969.6 	24249.5 e	25529.4 	25628.6 e	25727.8 	30530.7 e	35333.6 	47881.8 b	47097.3 	47615.9 	49599.1 	47554.2 	46711.2 	46877.6 	47999.2 	50406.3 	54994.8 	58154.1 	61455.2 	66044 	69768.8 	74102.5 	79570.3 	83064 p
A,TOTAL,TOTAL,T,FTE,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73611 	62724 	60939 	59907 	54436 	52454 	44091 	33892 	32639 	32799 	33077 	33361 	33222 	29340 	28977 	30390 	28398 	26171 	29749 b	31135 	32507 	31391 	31331 	32232 	32586 	31933 	31665 	33189 	34270 	35607 	35273 	36828 p
A,TOTAL,TOTAL,T,FTE,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17373.8 	18106.6 	17273.9 	17488.6 	17730 	18142.7 	19446.2 	21572.8 	21603.4 	20788.1 	20868.4 	20545 	21062.5 	21442 	22523 	24485 	28332.6 
A,TOTAL,TOTAL,T,FTE,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1264138 	1210589 	1113244 	1053013 	967499 	989291 	1007257 	1008091 	986854 	973382 	951569 	919716 	916509 	912291 	869772 	845942 	839992 	839183 	828401 	826733 	829190 	833654 	: 	778155 	758462 	753796 	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,T,FTE,SE	: 	42214 be	: 	45759 e	: 	49599 e	: 	51811 e	: 	55129 e	: 	53604 e	: 	56627 be	: 	62635 	: 	65495.5 	: 	66673.7 	: 	72189.7 	: 	72978 	72459 	77557 be	78715 	75318 be	79549 e	77363 e	77418 e	78445 e	81272 e	80957 e	83473 e	83551 e	90690 e	88928 	92011 	92172 	95463 	115940 b	121615 	123316.5 	123074.3 
A,TOTAL,TOTAL,T,FTE,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8866 e	9924 	9879 e	8882 	7985 	8290 	8495 	8568 	8608 	8615 	6805 	7132 	8994 	9793 	10369 	11594 b	12410 	12940 	15269 b	14974 	15229 	14866 	14225 	14403 	14713 	15685.7 	16983 	16833.4 	17396.3 	17356 	17879 	18133 
A,TOTAL,TOTAL,T,FTE,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17256 d	16182 d	16613 d	16365 b	16461 	14849 	15221 	14422 	13631 	13354 	14328.9 	14403.6 	15027.9 	15421 	15576.1 	15951.6 	18187.5 	18112 	18126.6 	17166.3 	17594 	17591.1 	17768.1 	19010.6 	20267.8 	21195.9 	22404.5 	22357.5 	23343.7 	24329.5 	25640.9 
A,TOTAL,TOTAL,T,FTE,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13951 e	14969 e	15701 e	16087 e	16899 e	18498 e	21983 e	23432 e	22892 e	24267 e	27003 e	27698 e	28964 e	38308 e	39960.1 e	49251.4 e	54443.9 e	63376.6 e	67244.1 e	73520.5 e	81791.5 e	92801.1 e	105121.8 e	112969.1 e	115444.1 e	116905 	139177 	158563 	178819 	194952 	218127 	243905 	272638 	290850 	: 
A,TOTAL,TOTAL,T,FTE,UK	: 	312000 	308000 	303000 	296000 	289000 	291000 	288000 	290000 	281000 	280000 	261000 	258000 b	257000 	267783 e	276857 e	271580 e	266719 e	284489 e	289945 e	288598.8 e	299205.2 e	: 	: 	: 	324916.5 be	334803.7 e	343854.9 e	342085.5 e	347486 e	350766.4 e	356258.3 e	356484.4 e	377342.9 e	396280.8 e	413860.2 	417389.5 e	443596.7 e	463476.3 e	486088 p	: 	: 	: 	: 	: 
A,TOTAL,TOTAL,T,FTE,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2726638 	: 	: 
A,TOTAL,TOTAL,T,HC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3630 	3748 	: 	: 
A,TOTAL,TOTAL,T,HC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52956 	: 	: 	: 	65725 	: 	74191 	: 	83966 	89458 	: 	96502 	: 	107949 	: 	117043 	: 	126171 	: 	131032 	: 	144117 	: 	147072 	: 	154827 	: 
A,TOTAL,TOTAL,T,HC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1705 	2167 	3189 	: 	: 	: 	: 	2883 	2541 	2492 	: 	: 	: 
A,TOTAL,TOTAL,T,HC,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73187 	73629 	76340 	78509 	80538 	83540 	86746 	88770 	88803 	94424 	: 	100423 	: 	113576 	: 	129002 	: 	148062 	: 	184224 b	: 	187513 	: 
A,TOTAL,TOTAL,T,HC,BG	72335 	78477 	81207 	83291 	87329 	90308 	91168 	96471 	100731 	107301 	112158 	88733 	57655 	54324 	31924 	30663 	31942 	21908 	21766 	18451 	16853 	16671 	16847 	17400 	18025 	18638 	18994 	19933 	20097 	21971 	20823 	20810 	21677 	22307 	25484 	29591 	32306 	31221 	34610 	34986 	35087 	34613 	37056 	35179 	: 
A,TOTAL,TOTAL,T,HC,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77810 	: 	: 	: 	86990 	: 	: 	: 	84090 	: 	: 	: 	100164 	: 	: 	: 	117457 	: 	: 	124475 	: 	122426 	: 	133306 	: 	139927 	: 	149651 	: 
A,TOTAL,TOTAL,T,HC,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3183687 	3542244 	4017578 	4617120 	5018218 	5351472 	5482528 	5830741 	6213627 	6571372 	7129256 	7552986 	8580860 	9401258 	10225382 	: 
A,TOTAL,TOTAL,T,HC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1292 	1520 	1630 	1733 	1937 	2102 	2235 	2470 	2534 	2495 	2475 	2591 	2628 	2793 	2737 	2997 	2958 	2921 	3091 	3320 	3754 	4082 	4196 	4209 	: 	4257 	: 
A,TOTAL,TOTAL,T,HC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47455 	49921 	52245 	51198 	52716 	53506 	51939 	53695 	55699 	60148 	65379 	69162 	73081 	74508 	75788 	77903 	82283 	87528 	92714 	97353 	100128 	99875 	107734 	113447 	117075 	118044 	121640 	122954 	122903 d	122683 dp
A,TOTAL,TOTAL,T,HC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	664731 	: 	673414 	: 	721712 	: 	777327 	: 	835127 	: 	860842 	: 	915857 	: 	971157 	: 	1037952 	: 	1074176 	: 	1169479 	: 
A,TOTAL,TOTAL,T,HC,DK	: 	: 	: 	: 	: 	35945 	: 	39268 	: 	42610 	: 	41326 	: 	43851 	: 	50726 	: 	52451 	: 	54796 	56068 	59811 	61915 	60525 	65994 	67267 	68335 	68386 b	83883 	83931 	84562 	85491 	84999 	85165 	84387 	86415 	87349 	83766 	83350 	86743 p	86574 p	: 	: 	100535 	: 
A,TOTAL,TOTAL,T,HC,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	767807 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2105618 e	: 	2229154 e	: 	2445077 e	: 	2623280 e	: 	2838074 e	: 	2962218 e	: 	3102375 e	: 	3335993 e	: 	3599256 e	: 	3742306 e	: 	3983347 e	: 
A,TOTAL,TOTAL,T,HC,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	767807 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2122834 e	: 	2245181 e	: 	2462135 e	: 	2641382 e	: 	2855332 e	: 	2979221 e	: 	3119733 e	: 	3355602 e	: 	3623115 e	: 	3769730 e	: 	4011406 e	: 
A,TOTAL,TOTAL,T,HC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6562 	6559 	6531 	6818 	6921 	7600 	7882 	7955 	8792 	9276 	9621 	9904 	10074 	10131 	10205 	10284 	10492 	9889 	9234 	9593 	9479 	10334 	11292 	11802 	12926 	13729 	: 
A,TOTAL,TOTAL,T,HC,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21989 	: 	30545 	: 	36385 	: 	43252 	: 	57108 	: 	55626 	: 	56708 	: 	61454 	: 	: 	: 	: 	: 	70229 b	: 	82684 	: 	96018 	: 	94560 	: 	103525 	110134 	115637 	126114 	132622 	: 
A,TOTAL,TOTAL,T,HC,ES	: 	: 	: 	: 	: 	: 	: 	: 	87797 	99819 	108546 	115274 	119440 	122275 	134587 	147046 	: 	155117 	: 	178189 	: 	209011 	232019 	249969 	267943 	282804 	309893 	331192 	352611 	358803 	360229 	353911 	342901 	333134 	332871 	338179 	341809 	354333 	369291 	377862 	378296 	398661 	419649 	431848 	: 
A,TOTAL,TOTAL,T,HC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	981551 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2579511 e	: 	2728293 e	: 	2952805 e	: 	3155145 e	: 	3401865 e	: 	3560560 e	: 	3732091 e	: 	4055122 e	: 	4397253 e	: 	4622148 e	: 	4896005 e	: 
A,TOTAL,TOTAL,T,HC,FI	: 	: 	: 	: 	: 	: 	: 	34312 	: 	38840 	: 	46181 	: 	42508 	: 	47866 	: 	55490 	60890 	66965 	68813 	69788 	73121 	74773 	76687 	77275 	79911 	79507 	79289 	79475 	79979 	80817 	79372 	78943 	77306 	76090 	72387 	72621 	73905 	76206 	80560 	87364 d	86937 d	90620 d	: 
A,TOTAL,TOTAL,T,HC,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	330044 	333278 	341838 	355987 	356584 	361695 	365424 	370083 	378678 	381098 	: 	381609 e	390631 e	409167 bd	415061 	424588 	429387 	452924 	447391 	471975 	478857 	523648 b	542447 	565912 	575351 	575830 	: 	599246 	618612 p	630401 p	: 	665614 	671495 	672526 	678466 	: 
A,TOTAL,TOTAL,T,HC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16515 	17216 	19739 	16027 	16377 	17058 	17528 	18102 	18459 	17258 	16881 	17003 	16548 	17358 	18632 	19609 	21226 	23859 	25217 	27424 	28230 	28059 	: 
A,TOTAL,TOTAL,T,HC,HU	85356 	83312 d	80082 d	78388 d	78396 d	77684 d	77663 d	75429 d	72515 d	68242 d	59723 d	51218 d	43879 d	40999 d	39810 d	38088 d	37286 d	39626 d	41317 d	42088 d	45325 	45676 d	48727 d	48681 d	49615 b	49723 	50411 	49485 	50279 	52522 	53991 	55386 	56486 	58237 	57185 	56235 	54636 	60932 	79387 b	84651 	87433 	90880 	94948 	89907 	: 
A,TOTAL,TOTAL,T,HC,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21094 	24220 	24486 	25194 	26584 	28270 	29954 	30856 	32551 	33875 	33630 e	36214 	22702 	47458 	: 	46752 	: 	50460 	: 	49962 	: 	55482 	: 	66623 	: 
A,TOTAL,TOTAL,T,HC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2180 	: 	2702 	: 	2889 	: 	3640 	3821 	4121 	4670 e	5218 	4970 	5466 	: 	5724 	6169 	5492 	5739 	5111 	: 	4792 b	: 	4905 b	: 	: 	: 	6197 	6164 u	: 	: 	7889 	8109 u	7431 	: 
A,TOTAL,TOTAL,T,HC,IT	: 	: 	: 	: 	: 	146976 	152548 	160434 	170003 	176649 	179978 	179900 	179740 	179557 	183850 	183812 	185641 	: 	221084 	215562 	228702 	236077 	253084 	249889 	255535 	277370 	306088 	334503 	353267 	354513 	348215 	347005 	364315 	372444 	371117 	389604 	435283 b	482703 	526620 	544094 	520750 	500994 	503029 	518829 	: 
A,TOTAL,TOTAL,T,HC,JP	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1050414 d	1032826 d	1081099 d	1096078 d	1122680 d	1148836 d	1157570 d	1159722 d	1152787 d	1159546 d	1145455 d	1132376 d	1140437 d	1189017 d	1181856 d	1180402 d	1199237 d	1209426 d	1222573 d	1230864 d	1283556 d	1330279 d	1304496 d	: 
A,TOTAL,TOTAL,T,HC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	212117 d	199191 d	212510 d	237232 d	261802 d	279806 d	297060 d	312314 d	335428 d	365794 d	421549 b	436228 	466824 	500124 	531131 	562601 	569333 	605604 	619907 	624910 	650243 	691060 	718759 	747288 	785594 	813763 	827963 	: 
A,TOTAL,TOTAL,T,HC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16067 	15436 	15561 	15296 	14592 	14980 	13540 	14534 	16436 	16323 	16379 	18467 	18598 	18483 	18913 	22391 	22103 	22751 	24470 	21739 	22355 	23773 	24591 	24699 	26199 	26131 	26533 	26328 d	: 
A,TOTAL,TOTAL,T,HC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4135 	: 	5015 	: 	5551 e	: 	5749 	: 	6070 	: 	5740 	2652 	6532 	: 	6856 	: 	7062 	: 	6914 	: 	7353 	: 
A,TOTAL,TOTAL,T,HC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17733 	13266 	7234 	8737 	6918 	6850 	6056 	6046 	6101 	6245 	8229 	8414 	9153 	8002 	8273 	9488 	10735 	11076 	10688 	9155 	9174 	10108 	10790 	10326 	11072 	11283 	11028 	11293 	12129 	12550 	13552 	13896 	14357 	14073 	: 
